time_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pressure,temperature,is_launched,base_time_ms
32610,0.0929875,0.0735749,11.1783,0.00929875,0.00735749,0.464938,1009.99,23.9649,0,32610
32710,0.0961956,0.0546411,10.8612,0.00961956,0.00546411,0.480978,1009.98,23.981,0,32610
32810,0.0984425,0.0351606,10.5023,0.00984425,0.00351606,0.492213,1009.97,23.9922,0,32610
32910,0.0997058,0.0153296,10.1157,0.00997058,0.00153296,0.498529,1009.96,23.9985,0,32610
33010,0.0999729,-0.00465467,9.71693,0.00999729,-0.000465467,0.499865,1009.95,23.9999,0,32610
33110,0.0992411,-0.0245931,9.32187,0.00992411,-0.00245931,0.496205,1009.94,23.9962,0,32610
33210,0.0975177,-0.0442851,8.94628,0.00975177,-0.00442851,0.487589,1009.93,23.9876,0,32610
33310,0.0948199,-0.0635354,8.60512,0.00948199,-0.00635354,0.4741,1009.92,23.9741,0,32610
33410,0.0911748,-0.0821501,8.312,0.00911748,-0.00821501,0.455874,1009.91,23.9559,0,32610
33510,0.0866187,-0.099944,8.0786,0.00866187,-0.0099944,0.433094,1009.9,23.9331,0,32610
33610,0.081197,-0.11674,7.91421,0.0081197,-0.011674,0.405985,1009.89,23.906,0,32610
33710,0.0749641,-0.132369,7.82542,0.00749641,-0.0132369,0.374821,1009.88,23.8748,0,32610
33810,0.067982,-0.146676,7.81574,0.0067982,-0.0146676,0.33991,1009.87,23.8399,0,32610
33910,0.060321,-0.159517,7.88556,0.0060321,-0.0159517,0.301605,1009.86,23.8016,0,32610
34010,0.0520572,-0.170764,8.03211,0.00520572,-0.0170764,0.260286,1009.85,23.7603,0,32610
34110,0.043273,-0.180305,8.24954,0.0043273,-0.0180305,0.216365,1009.84,23.7164,0,32610
34210,0.0340567,-0.188044,8.52917,0.00340567,-0.0188044,0.170284,1009.83,23.6703,0,32610
34310,0.0244998,-0.193905,8.85987,0.00244998,-0.0193905,0.122499,1009.82,23.6225,0,32610
34410,0.0146985,-0.197828,9.22845,0.00146985,-0.0197828,0.0734924,1009.81,23.5735,0,32610
34510,0.0047503,-0.199774,9.6202,0.00047503,-0.0199774,0.0237515,1009.8,23.5238,0,32610
34610,-0.00524573,-0.199725,10.0195,-0.000524573,-0.0199725,-0.0262287,1009.79,23.4738,0,32610
34710,-0.015189,-0.197679,10.4105,-0.0015189,-0.0197679,-0.0759449,1009.78,23.4241,0,32610
34810,-0.0249808,-0.193659,10.7776,-0.00249808,-0.0193659,-0.124904,1009.77,23.3751,0,32610
34910,-0.0345227,-0.187704,11.106,-0.00345227,-0.0187704,-0.172614,1009.76,23.3274,0,32610
35010,-0.0437197,-0.179873,11.3828,-0.00437197,-0.0179873,-0.218598,1009.75,23.2814,0,32610
35110,-0.0524801,-0.170245,11.5969,-0.00524801,-0.0170245,-0.262401,1009.74,23.2376,0,32610
35210,-0.0607159,-0.158916,11.7397,-0.00607159,-0.0158916,-0.303579,1009.73,23.1964,0,32610
35310,-0.0683453,-0.145999,11.8057,-0.00683453,-0.0145999,-0.341726,1009.72,23.1583,0,32610
35410,-0.0752915,-0.131623,11.792,-0.00752915,-0.0131623,-0.376458,1009.71,23.1235,0,32610
35510,-0.0814855,-0.115933,11.6994,-0.00814855,-0.0115933,-0.407428,1009.7,23.0926,0,32610
35610,-0.0868655,-0.0990834,11.5314,-0.00868655,-0.00990834,-0.434328,1009.69,23.0657,0,32610
35710,-0.0913774,-0.0812445,11.2948,-0.00913774,-0.00812445,-0.456887,1009.68,23.0431,0,32610
35810,-0.0949764,-0.0625932,10.999,-0.00949764,-0.00625932,-0.474882,1009.67,23.0251,0,32610
35910,-0.0976264,-0.0433171,10.6558,-0.00976264,-0.00433171,-0.488132,1009.66,23.0119,0,32610
36010,-0.0993009,-0.0236083,10.2789,-0.00993009,-0.00236083,-0.496504,1009.65,23.0035,0,32610
36110,-0.0999832,-0.00366278,9.88324,-0.00999832,-0.000366278,-0.499916,1009.64,23.0001,0,32610
36210,-0.0996666,0.0163186,9.48472,-0.00996666,0.00163186,-0.498333,1009.63,23.0017,0,32610
36310,-0.098354,0.0361376,9.09914,-0.0098354,0.00361376,-0.49177,1009.62,23.0082,0,32610
36410,-0.0960589,0.0555948,8.74193,-0.00960589,0.00555948,-0.480294,1009.61,23.0197,0,32610
36510,-0.0928039,0.0744965,8.42729,-0.00928039,0.00744965,-0.46402,1009.6,23.036,0,32610
36610,-0.0886215,0.0926546,8.16776,-0.00886216,0.00926546,-0.443108,1009.59,23.0569,0,32610
36710,-0.0835539,0.109886,7.97371,-0.00835539,0.0109886,-0.417769,1009.58,23.0822,0,32610
36810,-0.0776512,0.126021,7.85287,-0.00776512,0.0126021,-0.388256,1009.57,23.1117,0,32610
36910,-0.0709728,0.140895,7.81006,-0.00709728,0.0140895,-0.354864,1009.56,23.1451,0,32610
37010,-0.0635853,0.154362,7.84697,-0.00635853,0.0154362,-0.317927,1009.55,23.1821,0,32610
37110,-0.0555622,0.166287,7.96215,-0.00555622,0.0166287,-0.277811,1009.54,23.2222,0,32610
37210,-0.0469843,0.17655,8.15098,-0.00469843,0.017655,-0.234921,1009.53,23.2651,0,32610
37310,-0.0379366,0.185049,8.40597,-0.00379366,0.0185049,-0.189683,1009.52,23.3103,0,32610
37410,-0.0285101,0.191699,8.71692,-0.00285101,0.0191699,-0.142551,1009.51,23.3574,0,32610
37510,-0.0187988,0.196434,9.07145,-0.00187988,0.0196434,-0.0939941,1009.5,23.406,0,32610
37610,-0.00889933,0.199206,9.45544,-0.000889933,0.0199206,-0.0444967,1009.49,23.4555,0,32610
37710,0.0010887,0.199988,9.85355,0.00010887,0.0199988,0.00544351,1009.48,23.5054,0,32610
37810,0.0110662,0.198772,10.2499,0.00110662,0.0198772,0.0553312,1009.47,23.5553,0,32610
37910,0.0209328,0.195569,10.6288,0.00209328,0.0195569,0.104664,1009.46,23.6047,0,32610
38010,0.0305903,0.190413,10.975,0.00305903,0.0190413,0.152951,1009.45,23.653,0,32610
38110,0.0399424,0.183353,11.2747,0.00399424,0.0183353,0.199712,1009.44,23.6997,0,32610
38210,0.0488951,0.174462,11.5161,0.00488951,0.0174462,0.244476,1009.43,23.7445,0,32610
38310,0.0573596,0.163828,11.6894,0.00573596,0.0163828,0.286798,1009.42,23.7868,0,32610
38410,0.0652507,0.151557,11.7878,0.00652507,0.0151557,0.326253,1009.41,23.8263,0,32610
38510,0.0724898,0.137771,11.8074,0.00724898,0.0137771,0.362449,1009.4,23.8624,0,32610
38610,0.0790049,0.122609,11.7473,0.00790049,0.0122609,0.395024,1009.39,23.895,0,32610
38710,0.0847303,0.106222,11.61,0.00847303,0.0106222,0.423652,1009.38,23.9237,0,32610
38810,0.0896094,0.0887729,11.401,0.00896094,0.00887729,0.448047,1009.37,23.948,0,32610
38910,0.0935929,0.0704377,11.1285,0.00935929,0.00704377,0.467965,1009.36,23.968,0,32610
39010,0.0966413,0.0513987,10.8034,0.00966413,0.00513987,0.483207,1009.35,23.9832,0,32610
39110,0.0987242,0.0318454,10.4388,0.00987242,0.00318454,0.493621,1009.34,23.9936,0,32610
39210,0.0998206,0.0119747,10.0491,0.00998206,0.00119747,0.499103,1009.33,23.9991,0,32610
39310,0.0999196,-0.00801649,9.6498,0.00999196,-0.000801649,0.499598,1009.32,23.9996,0,32610
39410,0.0990203,-0.0279268,9.25694,0.00990203,-0.00279268,0.495102,1009.31,23.9951,0,32610
39510,0.0971317,-0.047558,8.88612,0.00971317,-0.0047558,0.485658,1009.3,23.9857,0,32610
39610,0.0942724,-0.0667148,8.55213,0.00942724,-0.00667148,0.471362,1009.29,23.9714,0,32610
39710,0.0904713,-0.0852043,8.26829,0.00904713,-0.00852043,0.452356,1009.28,23.9524,0,32610
39810,0.0857661,-0.102843,8.04591,0.00857661,-0.0102843,0.42883,1009.27,23.9288,0,32610
39910,0.0802041,-0.119454,7.89386,0.00802041,-0.0119454,0.40102,1009.26,23.901,0,32610
40010,0.0738408,-0.134871,7.81821,0.00738408,-0.0134871,0.369204,1009.25,23.8692,0,32610
40110,0.0667394,-0.148941,7.82195,0.00667394,-0.0148941,0.333697,1009.24,23.8337,0,32610
40210,0.0589715,-0.161522,7.90496,0.00589715,-0.0161522,0.294857,1009.23,23.7949,0,32610
40310,0.050614,-0.17249,8.06392,0.0050614,-0.017249,0.25307,1009.22,23.7531,0,32610
40410,0.0417511,-0.181734,8.29248,0.00417511,-0.0181734,0.208756,1009.21,23.7088,0,32610
40510,0.0324711,-0.189163,8.58154,0.00324711,-0.0189163,0.162356,1009.2,23.6624,0,32610
40610,0.0228663,-0.194701,8.91958,0.00228663,-0.0194701,0.114331,1009.19,23.6143,0,32610
40710,0.0130334,-0.198294,9.29311,0.00130334,-0.0198294,0.0651668,1009.18,23.5652,0,32610
40810,0.00306983,-0.199906,9.68726,0.000306983,-0.0199906,0.0153491,1009.17,23.5153,0,32610
40910,-0.00692399,-0.19952,10.0863,-0.000692399,-0.019952,-0.03462,1009.16,23.4654,0,32610
41010,-0.0168486,-0.197141,10.4743,-0.00168486,-0.0197141,-0.0842432,1009.15,23.4158,0,32610
41110,-0.0266053,-0.192792,10.8359,-0.00266053,-0.0192792,-0.133026,1009.14,23.367,0,32610
41210,-0.0360958,-0.186516,11.1565,-0.00360958,-0.0186516,-0.180479,1009.13,23.3195,0,32610
41310,-0.0452259,-0.178377,11.4235,-0.00452259,-0.0178377,-0.22613,1009.12,23.2739,0,32610
41410,-0.0539039,-0.168456,11.6261,-0.00539039,-0.0168456,-0.269519,1009.11,23.2305,0,32610
41510,-0.0620432,-0.156852,11.7563,-0.00620432,-0.0156852,-0.310216,1009.1,23.1898,0,32610
41610,-0.069563,-0.14368,11.809,-0.0069563,-0.014368,-0.347815,1009.09,23.1522,0,32610
41710,-0.0763874,-0.129073,11.7819,-0.00763874,-0.0129073,-0.381937,1009.08,23.1181,0,32610
41810,-0.0824488,-0.113176,11.6762,-0.00824488,-0.0113176,-0.412244,1009.07,23.0878,0,32610
41910,-0.0876862,-0.0961484,11.4962,-0.00876862,-0.00961484,-0.438431,1009.06,23.0616,0,32610
42010,-0.0920475,-0.0781604,11.2489,-0.00920475,-0.00781604,-0.460237,1009.05,23.0398,0,32610
42110,-0.0954892,-0.0593906,10.9442,-0.00954892,-0.00593906,-0.477446,1009.04,23.0226,0,32610
42210,-0.0979767,-0.0400282,10.5944,-0.00979767,-0.00400282,-0.489884,1009.03,23.0101,0,32610
42310,-0.0994853,-0.0202651,10.2132,-0.00994853,-0.00202651,-0.497427,1009.02,23.0026,0,32610
42410,-0.0999999,-0.000300195,9.816,-0.00999999,-3.00195e-05,-0.499999,1009.01,23,0,32610
42510,-0.0995153,0.0196677,9.41855,-0.00995153,0.00196677,-0.497577,1009,23.0024,0,32610
42610,-0.0980364,0.0394398,9.03669,-0.00980364,0.00394398,-0.490182,1008.99,23.0098,0,32610
42710,-0.0955779,0.058817,8.68568,-0.00955779,0.0058817,-0.47789,1008.98,23.0221,0,32610
42810,-0.0921644,0.0776074,8.37947,-0.00921644,0.00776074,-0.460822,1008.97,23.0392,0,32610
42910,-0.0878301,0.0956216,8.13031,-0.00878301,0.00956216,-0.439151,1008.96,23.0609,0,32610
43010,-0.0826183,0.11268,7.94811,-0.00826183,0.011268,-0.413092,1008.95,23.0869,0,32610
43110,-0.0765808,0.128614,7.84013,-0.00765808,0.0128614,-0.382904,1008.94,23.1171,0,32610
43210,-0.0697783,0.143262,7.81069,-0.00697783,0.0143262,-0.348892,1008.93,23.1511,0,32610
43310,-0.0622784,0.156479,7.86095,-0.00622784,0.0156479,-0.311392,1008.92,23.1886,0,32610
43410,-0.0541565,0.168132,7.98891,-0.00541565,0.0168132,-0.270782,1008.91,23.2292,0,32610
43510,-0.0454935,0.178105,8.18948,-0.00454935,0.0178105,-0.227467,1008.9,23.2725,0,32610
43610,-0.0363756,0.186299,8.45465,-0.00363756,0.0186299,-0.181878,1008.89,23.3181,0,32610
43710,-0.0268946,0.192631,8.77385,-0.00268946,0.0192631,-0.134473,1008.88,23.3655,0,32610
43810,-0.0171445,0.197039,9.13438,-0.00171445,0.0197039,-0.0857223,1008.87,23.4143,0,32610
43910,-0.00722343,0.199478,9.52182,-0.000722343,0.0199478,-0.0361172,1008.86,23.4639,0,32610
44010,0.00276976,0.199923,9.92075,0.000276976,0.0199923,0.0138488,1008.85,23.5138,0,32610
44110,0.0127357,0.198371,10.3153,0.00127357,0.0198371,0.0636783,1008.84,23.5637,0,32610
44210,0.0225739,0.194838,10.6897,0.00225739,0.0194838,0.11287,1008.83,23.6129,0,32610
44310,0.032187,0.189357,11.029,0.0032187,0.0189357,0.160935,1008.82,23.6609,0,32610
44410,0.0414782,0.181984,11.3197,0.00414782,0.0181984,0.207391,1008.81,23.7074,0,32610
44510,0.0503549,0.172793,11.5502,0.00503549,0.0172793,0.251774,1008.8,23.7518,0,32610
44610,0.0587288,0.161876,11.7114,0.00587288,0.0161876,0.293644,1008.79,23.7936,0,32610
44710,0.0665155,0.149341,11.7967,0.00665155,0.0149341,0.332578,1008.78,23.8326,0,32610
44810,0.073638,0.135314,11.8028,0.0073638,0.0135314,0.36819,1008.77,23.8682,0,32610
44910,0.0800244,0.119935,11.7295,0.00800244,0.0119935,0.400122,1008.76,23.9001,0,32610
45010,0.0856113,0.103358,11.5797,0.00856113,0.0103358,0.428057,1008.75,23.9281,0,32610
45110,0.090343,0.0857471,11.3593,0.0090343,0.00857471,0.451715,1008.74,23.9517,0,32610
45210,0.0941718,0.0672805,11.0772,0.00941718,0.00672805,0.470859,1008.73,23.9709,0,32610
45310,0.0970598,0.048141,10.7445,0.00970598,0.0048141,0.485299,1008.72,23.9853,0,32610
45410,0.098978,0.0285212,10.3746,0.0098978,0.00285212,0.49489,1008.71,23.9949,0,32610
45510,0.0999072,0.00861636,9.98217,0.00999072,0.000861636,0.499536,1008.7,23.9995,0,32610
